headline,date_and_time,details
"برازیل: صدر بولسونارو کو شکست، لوئز لولاڈی سلوا نئے صدر منتخب
", 31 اکتوبر 2022,برازیل میں منعقدہ صدارتی انتخابات میں صدر بولسونارو کو مخالف امیدوار سابق صدر لوئزلولا ڈی سلوا سے معمولی فرق سے شکست ہوگئی۔
"صومالیہ: دو کار بم دھماکوں میں 100 افراد جاں بحق، 300 سے زائد زخمی
", 30 اکتوبر 2022,صومالیہ کے دارالحکومت موغادیشو میں وزارت تعلیم کے باہر 2 کار بم دھماکوں کے نتیجے میں 100 افراد جاں بحق جبکہ 300 سے زائد زخمی ہوگئے۔ 
"بھارتی ریاست گجرات میں پُل گرنے سے ہلاکتوں کی تعداد 132 ہوگئی
", 31 اکتوبر 2022,بھارتی ریاست گجرات میں 100 سال پرانا پل گرنے سے ہلاکتوں کی تعداد 132 ہوگئی ہے۔
روس کا یوکرین سے معاہدہ معطل کرنے کے بعد دنیا میں اناج کی فراہمی متاثر ہونے کا خدشہ, 31 اکتوبر 2022,روس کی جانب سے یوکرین کی بندرگاہوں سے زرعی پیداوار برآمد کرنے کے لیے اقوام متحدہ کی ثالثی کے تحت ہونے والا معاہدہ معطل کرنے کے بعد دنیا میں خوراک کی فراہمی اور اناج کی قیمتوں میں اضافے کے خدشات ہیں۔
"امریکا نے بائیولوجیکل ہتھیار استعمال کرنے کا الزام مسترد کردیا
", 29 اکتوبر 2022,امریکی سفیر نے روس کی جانب سے امریکا پر یوکرین کی حیاتیاتی ہتھیاروں کی مالی معاونت کا الزام ’من گھڑت اور جھوٹا‘ قرار دے دیا۔
"جنوبی کوریا: ہالووین فیسٹیول کے دوران بھگڈر سے 120افراد ہلاک، 100 زخمی
",اپ ڈیٹ 30 اکتوبر 2022,جنوبی کوریا کے دارالحکومت سیئول میں ہالووین فیسٹیول کے دوران بھگڈر مچنے سے 120افراد ہلاک اور دیگر 100زخمی ہوگئے۔
"بھارتی ریاست گجرات میں 100سال پرانا پل گرنے سے 60 افراد ہلاک
",اپ ڈیٹ 31 اکتوبر 2022,بھارتی ریاست گجرات میں 100 سال پرانا پل گرنے سے 60 افراد ہلاک ہو گئے۔
"وزیراعظم دورہ چین کے دوران اسٹریٹجک تعلقات کو مزید تقویت دینے کیلئے پرعزم
", 30 اکتوبر 2022,وزیر اعظم شہباز شریف نے کہا ہے کہ دورہ چین کے دوران اسٹریٹجک تعلقات کو مزید وسعت دینے اور تجارت سمیت کاروباری تعلقات کو مزید تقویت دینے کے لیے پرامید ہیں۔
"جنوبی کوریا: ہالووین فیسٹیول کے دوران بھگڈر سے 151 افراد کی ہلاکت کے بعد سوگ کا اعلان
",اپ ڈیٹ 30 اکتوبر 2022,جنوبی کوریا کے دارالحکومت سیئول میں ہالووین فیسٹیول کے دوران بھگڈر مچنے سے 151 افراد کی ہلاکت کے بعد صدر یون سک یئول نے قومی سوگ کا اعلان کردیا۔
"روس نے یوکرین سے اناج کی برآمدات کا معاہدہ معطل کردیا
",اپ ڈیٹ 30 اکتوبر 2022,روس نے کریمیا میں بحری جہازوں پر حملوں کے بعد یوکرین کی بندرگاہوں سے زرعی پیداوار برآمد کرنے کے لیے اقوام متحدہ کی ثالثی کا معاہدہ معطل کردیا۔ 
"دنیا میں چیونٹیوں کی کُل تعداد 2 لاکھ کھرب ہے، تحقیق
",اپ ڈیٹ 20 ستمبر 2022,ایک نئی تحقیق میں دنیا میں چیونٹیوں کی کُل تعداد 2 لاکھ کھرب بتائی گئی ہے جس میں کہا گیا ہے کہ یہ حیران کن اعداد و شمار بھی ممکنہ طور پر حشرات الارض کی کُل آبادی کے اصل حجم سے کم ہے جو دنیا بھر کے ماحولیاتی نظام کا ایک لازمی حصہ ہیں۔
"ایران-امریکا ڈیل کیا ہمارے گھاٹے پورے کرے گی؟
",اپ ڈیٹ 02 ستمبر 2022,امریکی صدر جو بائیڈن نے اسرائیلی وزیرِاعظم یائیر لاپید سے فون پر گفتگو کی ہے۔ ان سے عالمی اور خطے کو درپیش چیلنجز پر تبادلہ خیال کیا۔ ایرانی خطرے پر بھی دونوں رہنماؤں کی بات چیت ہوئی۔ جو بائیڈن نے اس موقع پر امریکی یقین دہانی کا اعادہ کیا کہ امریکا کبھی بھی ایران کو ایٹمی ہتھیار حاصل نہیں کرنے دے گا، اور 
"مغربی کنارے میں اسرائیلی فورسز کی فائرنگ سے 2 فلسطینی جاں بحق
", 29 اکتوبر 2022,فلسطین کے مغربی کنارے میں اسرائیلی فورسز کی فائرنگ سے دو فلسطینی جاں بحق ہو گئے۔
"بھارتی صنعت کار گوتم اڈانی دنیا کے دوسرے امیر ترین شخص بن گئے
",اپ ڈیٹ 17 ستمبر 2022,بھارتی صنعت کار گوتم اڈانی دنیا کے 3 امیرترین افراد میں جگہ بنانے والے پہلے ایشیائی بننے کے چند ہفتوں بعددنیا کے دوسرے امیر ترین شخص بن گئے۔ 
"تین دہائیاں قبل بنایا گیا ملکہ الزبتھ کا تابوت کس دھات اور لکڑی سے تیار کیا گیا؟
",اپ ڈیٹ 13 ستمبر 2022,آخری رسومات کی ادائیگی سے قبل برطانیہ کے شہر لندن میں چار دن کے لیے رکھے گئے ملکہ الزبتھ دوم کی میت کا تابوت تین دہائیوں قبل تیار کیا گیا تھا۔
"لز ٹرس کے بعد برطانیہ کا اگلا وزیر اعظم کون  ہوگا؟
",اپ ڈیٹ 21 اکتوبر 2022,برطانوی وزیر اعظم لز ٹرس نے منصب سنبھالنے کے 6 ہفتوں بعد استعفیٰ دینے کا اعلان کر دیا، جس کی اہم وجہ معاشی پروگرام بحال کرنے میں ناکامی تھی کیونکہ مارکیٹوں کی طرف سے سخت ردعمل نے کنزرویٹو پارٹی کو تقسیم کردیا۔ 
"’بوٹ پالش کرنے والوں سے بات نہیں کرتا‘، عمران خان نے باہمی مشاورت کا دعویٰ مسترد کردیا
",اپ ڈیٹ 30 اکتوبر 2022,سابق وزیر اعظم اور چیئرمین پاکستان تحریک انصاف عمران خان نے کہا ہے کہ شہباز شریف نے دعویٰ کیا کہ میں نے انہیں آرمی چیف کی تعیناتی پر مشاورت کے لیے پیغام بھیجا، شہباز شریف میری بات سن لو! میں بوٹ پالش کرنے والوں سے بات نہیں کرتا۔
"بچوں کی بستر گیلا کرنے کی عادت، والدین کیا کریں؟
",اپ ڈیٹ 28 فروری 2021,9 سالہ فرمان یوں تو سب گھر والوں کا لاڈلا تھا خصوصاً امی کو سب سے زیادہ پسند تھا، لیکن اس کی ایک عادت کی  وجہ سے امی اور گھر والے بہت پریشان تھے، اور وہ عادت تھی اتنا بڑا ہونے کے باوجود اپنے بستر پر رات میں پیشاب کرنا۔۔۔ جس کی وجہ سے اسے شرمندگی بھی ہوتی اور گھر میں بھی بدبو ہوتی۔ 
"قومی ٹیم کی شکست پر زمبابوین صدر کا طنز، وزیر اعظم کا بھرپور جواب
",اپ ڈیٹ 28 اکتوبر 2022,ٹی20 ورلڈ کپ میں قومی ٹیم کی زمبابوے کے ہاتھوں شکست کے بعد زمبابوے کے صدر ایمرسن ڈیمبڈزو مننگواگا نے اپنی ٹیم کو مبارکباد دینے کے ساتھ ساتھ پاکستان کی ٹیم کا مذاق بھی اڑایا جس پر وزیراعظم پاکستان شہباز شریف نے انہیں بھرپور جواب دیتے ہوئے کھیل کو اس کی روح کے مطابق کھیلنے کا سبق سکھایا۔
"ایلون مسک نے ٹوئٹر کا کنٹرول سنبھال لیا
",اپ ڈیٹ 28 اکتوبر 2022,مائیکرو بلاگنگ ویب سائٹ ٹوئٹر کو رواں برس اپریل میں 44 ارب ڈالر میں خریداری کا معاہدہ کرنے کے بعد خریداری سے مکر جانے والے دنیا کے امیر ترین شخص ایلون مسک نے ٹوئٹر کا کنٹرول سنبھال لیا۔
"نیوزی لینڈ کے خلاف سری لنکا آسان میچ کس طرح ہارا؟
", 29 اکتوبر 2022,ٹی20 ورلڈ کپ ہر گزرتے دن کے ساتھ دلچسپ صورت اختیار کرتا جارہا ہے۔ آج سڈنی کے مقام پر گروپ 1 میں شامل سری لنکا اور نیوزی لینڈ کی ٹیمیں مدِمقابل تھیں۔ 
"زمبابوے سے شکست کو دل پر مت لیں، مداحوں کی شاداب خان کو تسلیاں
",اپ ڈیٹ 28 اکتوبر 2022,جب کرکٹ کی بات ہوتی ہے تو جذبات آسمانوں کو چھوتے ہیں لیکن بعض اوقات لوگ بھول جاتے ہیں کہ مداحوں کی طرح کھلاڑی بھی شکست کو دل پر لیتے ہیں، سپورٹرز فوری طور پر کھلاڑی کو تسلی دینا شروع کر دیتے ہیں جب دیکھتے ہیں کہ ان پر منفی اثرات ہو رہے  ہیں، یہ صورتحال اس وقت بھی پیدا ہوئی جب سوشل میڈیا پر زیرگردش ویڈیو میں شاداب خان مبینہ طور پر آبدیدہ نظر آرہے ہیں۔
اقتدار کی آگ میں کون بھسم ہوگا؟,اپ ڈیٹ 28 اکتوبر 2022,ایک اچھے سیاستدان کی یہ خوبی ہے کہ وہ ناممکن کو ممکن بنا سکتا ہے۔ ہمارے پاس قائدِاعظم سے بہتر کوئی مثال ہی نہیں اور ابھی ہماری عمر ہی کیا ہے کہ بہت سی مثالیں دی جاسکیں۔ ہمارے ملک میں وزیرِاعظم بننے کے لیے اچھا سیاستدان ہونا ضروری نہیں۔ معین قریشی، شوکت عزیز، محمد علی بوگرہ سمیت کئی مثالیں موجود ہیں۔
ملک کو ایف اے ٹی ایف کی گرے لسٹ سے نکالنے والے ہیروز کون ہیں؟, 29 اکتوبر 2022,اسلام آباد کے سیکٹر جی 8 میں واقع وفاقی تحقیقاتی ادارے (ایف آئی اے) کے دفتر میں ہیجان کی فضا تھی۔ پورا دفتر شیشے کی طرح چمک رہا تھا۔ عملہ بھی خوب سوٹڈ بوٹڈ تھا، کئی کی وردیاں بھی نئی تھیں۔ عملے کے چہرے جوش و خروش سے دمک رہے تھے۔ وہی جوش جو کسی نتیجہ خیز آخری معرکے سے پہلے سرحد پر کھڑے کسی سپاہی کے چہرے پر ہوتا ہے۔ لیکن ساتھ آنکھوں میں خوف کے سائے بھی تھے۔
"ارشد شریف کی لاش سے گولی برآمد، کینیا میں ہونے والا پوسٹ مارٹم مشکوک ہوگیا
",اپ ڈیٹ 30 اکتوبر 2022,کینیا میں قتل ہونے والے صحافی اور سینئر ٹی وی اینکر پرسن ارشد شریف کی لاش سے پاکستان میں پوسٹ مارٹم کے دوران گولی کی برآمدگی نے حکام کو حیرت میں مبتلا کردیا اور نیروبی میں ہونے والے پوسٹ مارٹم کو مشکوک بنادیا۔ 
علی امیں گنڈا پور کی بندوقیں اور بندے لانے کی مبینہ آڈیو لیک, 29 اکتوبر 2022,    
اسرائیلی وزیر اعظم اور لبنانی صدر کے ’تاریخی‘ بحری معاہدے پر دستخط, 28 اکتوبر 2022,لبنان کے صدر میشل عون اور اسرائیلی وزیراعظم یائر لیپڈ نے امریکا کی ثالثی میں لبنان کے ساتھ بحری سرحد کی حد بندی کے معاہدے پر دستخط کردیے۔
امریکی شخص 4 سال تک اپنے ساتھی کی لاش کے ساتھ رہ کر اس کے چیک کیش کرواتا رہا, 29 ستمبر 2022,امریکی ریاست کیلی فورنیا کا ایک شخص مبینہ طور پر مردہ ساتھی کے ساتھ 4 سال تک ایک ہی روم میں رہ کر اُس کے اکاؤنٹس کے چیک کیش کرواتا رہا۔
لندن: نواز شریف کی رہائش گاہ کے باہر احتجاج کرنے والے پی ٹی آئی کے حامی گرفتار, 29 اکتوبر 2022,لندن میں پاکستان مسلم لیگ (ن) کے قائد نواز شریف کی رہائش گاہ ایون فیلڈ ہاؤس کے باہر پاکستان تحریک انصاف (پی ٹی آئی) اور لیگی کارکنان آمنے سامنے آگئے۔
"کئی دہائیوں سے غسل نہ کرنے والا ’دنیا کا گندہ ترین شخص’ انتقال کرگیا
",اپ ڈیٹ 26 اکتوبر 2022,ایران میں کئی دہائیوں سے نہانے سے کنارہ کشی کرنے کی وجہ سے ’دنیا کا گندہ ترین شخص‘ کہلانے والا آمو حاجی نامی بزرگ شہری انتقال کرگیا۔ 
"دنیا کا بدترین ٹوائلٹ کس ملک میں ہے؟ برطانوی بلاگر نے ڈھونڈ لیا
", 24 ستمبر 2022,برطانوی بلاگر گراہم آسکی نے دنیا کے سب سے بدترین ٹوائلٹ کو ڈھونڈنے کے لیے 91 ممالک کا دورہ کیا اور آخرکار انہوں نے تاجکستان میں دنیا کا سب سے خراب ٹوائلٹ ڈھونڈ ہی لیا۔ 
headline,date_and_time,details
"کوپ 27 کا آغاز : ’بروقت اقدام ہی موسمیاتی تبدیلی کی تباہ کاریوں کو مؤخر کر سکتا ہے‘
", 07 نومبر 2022,موسمیاتی تبدیلی پر اقوام متحدہ کا سربراہی اجلاس ’کوپ 27‘ کا گزشتہ روز مصر سے آغاز ہوگیا جہاں کاربن گیسوں کے اخراج کو کم کرنے کی کوششوں سے پیچھے ہٹنے کے خلاف انتباہ اور امیر ممالک سے قدرتی آفات کے بعد غریب ممالک کو معاوضہ دینے کا مطالبہ کیا گیا۔
"لز ٹرس کے بعد برطانیہ کا اگلا وزیر اعظم کون  ہوگا؟
",اپ ڈیٹ 21 اکتوبر 2022,برطانوی وزیر اعظم لز ٹرس نے منصب سنبھالنے کے 6 ہفتوں بعد استعفیٰ دینے کا اعلان کر دیا، جس کی اہم وجہ معاشی پروگرام بحال کرنے میں ناکامی تھی کیونکہ مارکیٹوں کی طرف سے سخت ردعمل نے کنزرویٹو پارٹی کو تقسیم کردیا۔ 
امریکی شخص 4 سال تک اپنے ساتھی کی لاش کے ساتھ رہ کر اس کے چیک کیش کرواتا رہا, 29 ستمبر 2022,امریکی ریاست کیلی فورنیا کا ایک شخص مبینہ طور پر مردہ ساتھی کے ساتھ 4 سال تک ایک ہی روم میں رہ کر اُس کے اکاؤنٹس کے چیک کیش کرواتا رہا۔
"دنیا میں چیونٹیوں کی کُل تعداد 2 لاکھ کھرب ہے، تحقیق
",اپ ڈیٹ 20 ستمبر 2022,ایک نئی تحقیق میں دنیا میں چیونٹیوں کی کُل تعداد 2 لاکھ کھرب بتائی گئی ہے جس میں کہا گیا ہے کہ یہ حیران کن اعداد و شمار بھی ممکنہ طور پر حشرات الارض کی کُل آبادی کے اصل حجم سے کم ہے جو دنیا بھر کے ماحولیاتی نظام کا ایک لازمی حصہ ہیں۔
"سابق وزیراعظم بنجمن نیتن یاہو ایک بار پھر اسرائیل کے وزیراعظم
",اپ ڈیٹ 04 نومبر 2022,اسرائیل میں دو روز قبل ہونے والے انتخابات میں واضح اکثریت حاصل کرنے کے بعد بنجمن نیتن یاہو ایک بار پھر اقتدار میں واپس آگئے ہیں۔
"پاک ۔ چین تعلقات سے آپ کا کوئی لینا دینا نہیں، چین کا امریکا کو پیغام
",اپ ڈیٹ 04 نومبر 2022,سٹمسن سینٹر میں چائنا پروگرام کے ڈائریکٹر کے مطابق چین کا ماننا ہے کہ امریکا کو چین اور پاکستان پر بیجنگ کے قرضوں پر دوبارہ مذاکرات پر زور دینا چاہیے نہ پاک ۔ چین تعلقات پر تنقید کرنی چاہیے۔
"روس: نائٹ کلب میں آتشزدگی سے 13 افراد ہلاک
", 06 نومبر 2022,روس کے شہر کوسٹروما میں پرہجوم نائٹ کلب میں آتشزدگی سے 13 افراد ہلاک ہوگئے۔
پاکستانی سیاستدانوں، جنرلز کی جاسوسی میں بھارتی ہیکرز کے ملوث ہونے کا انکشاف, 06 نومبر 2022,لندن میں موجود ’بیورو آف انویسٹی گیٹو جرنلزم‘ اور برطانوی اخبار ’سنڈے ٹائمز‘ نے انکشاف کیا ہے کہ بھارت کی خفیہ ایجنسیز کے حکم پر بھارتی ہیکرز کے گینگ نے پاکستانی سیاستدانوں، فوجی افسران اور سفارتکاروں  کی ای میل ہیک کروائے اورخفیہ آلات کے ذریعے سے ان کی گفتگو ریکارڈ کی۔
"’معجزات پر یقین نہیں تو پاکستانی کرکٹ ٹیم کو فالو کرنا شروع کردیں‘
", 06 نومبر 2022,اگر آپ کو معجزات پر یقین نہیں تو کرکٹ اور خاص طور پر پاکستانی ٹیم کو فالو کرنا شروع کردیں۔ بس پھر چند ہفتے یا مہینے لگیں گے اور معجزات پر آپ کا پختہ یقین ہوجائے گا۔ 
"ایلون مسک کے مالک بنتے ہی ان کی سابق محبوبہ امبر ہرڈ کا ٹوئٹر اکاؤنٹ غیر فعال
",اپ ڈیٹ 04 نومبر 2022,ایلون مسک کے ٹوئٹر کے مالک بننے کے بعد ان کی سابق محبوبہ ہولی وڈ اداکارہ امبر ہرڈ کا ٹوئٹر اکاؤنٹ پراسرار طور پر ڈیلیٹ ہوگیا، خیال کیا جا رہا ہے کہ اداکارہ نے ممکنہ طور پر خود اکاؤنٹ غیر فعال کردیا ہوگا۔
"ایلون مسک ٹوئٹر کو بہتر بنانے کی علی ظفر کی تجاویز کے معترف
", 04 نومبر 2022,ٹوئٹر کے نئے مالک ایلون مسک نے پاکستانی گلوکار و اداکار علی ظفر کی جانب سے ٹوئٹر کو بہتر بنانے کے لیے دی گئی تجاویز کی تعریف کرتے ہوئے انکشاف کیا ہے کہ ٹوئٹر پر سب سے بہترین مواد جاپانی لوگ تیار کرتے ہیں۔
"عمران خان پر فائرنگ کرنے والے ملزم کا نیا ویڈیو بیان سامنے آگیا
",اپ ڈیٹ 04 نومبر 2022,			
شمالی کوریا کا میزائل جنوبی کوریا کے ساحلی علاقے کے قریب جا گرا، جنوبی کوریا کا جوابی وار, 02 نومبر 2022,شمالی کوریا کی طرف سے تجرباتی طور پر فائر کیا گیا بیلسٹک میزائل جنوبی کوریا کے ساحلی علاقے سے 60 کلومیٹر سے بھی کم فاصلے پر جا گرا  جس پر جنوبی کوریا نے مشتعل ہوکر ہوائی حملے کی وارننگ جاری کرتے ہوئے احتجاجی طور پر جوابی میزائل فائر کردیا۔
