headline,date_and_time,details
استنبول: میلجم کارویٹ خیبر کا افتتاح، وزیراعظم کی دفاعی پیداوار میں اضافے کی تجویز,اپ ڈیٹ 25 نومبر 2022,وزیراعظم شہباز شریف نے ترکیہ کے صدر رجب طیب اردوان کے ہمراہ استنبول میں پاک بحریہ کے جہاز میلجم کارویٹ خیبر کا افتتاح کیا اور دونوں ممالک کو مل کر دفاعی پیداواری صلاحیت میں اضافے کی تجویز دی۔
اپریل، مئی میں انتخابات ہوتے دیکھ رہا ہوں، شیخ رشید,اپ ڈیٹ 25 نومبر 2022,عوامی مسلم لیگ کے سربراہ اور سابق وفاقی وزیر شیخ رشید نے کہا ہے کہ ملک میں قبل از وقت انتخابات اپریل، مئی میں ہوتے دیکھ رہا ہوں، یہ جامع صورت حال بنی ہے یا جو حوصلہ افزا حالات بنے ہیں یا بنائے گئے ہیں، یہ اسی کا حصہ ہے۔
’میرا دل یہ پکارے آجا‘ فیم ٹک ٹاکر کے ندا یاسر کے شو میں ڈانس کے چرچے,اپ ڈیٹ 25 نومبر 2022,گزشتہ چند دن سے انٹرنیٹ پر اپنے بے ترتیب ڈانس اسٹیپس سے لوگوں کو دیوانہ بنانے والی ٹک ٹاکرعائشہ عرف مانو کے ندا یاسر کے مارننگ شو میں گروپ ڈانس کی بھی ویڈیوز وائرل ہوگئیں۔
چین میں کووڈ پابندیاں مزید سخت، بیجنگ میں پارک، شاپنگ مال اور عجائب گھر بند,اپ ڈیٹ 22 نومبر 2022,چین میں کورونا وائرس کے بڑھتے ہوئے کیسز کے پیش نظر بیجنگ میں پارک، شاپنگ مال اور عجائب گھر بند کردیے گئے ہیں جس کے بعد معیشت کی جلد بحالی کے امکانات پر ایک مرتبہ پھر خطرات منڈلانے لگے ہیں۔
اداکارہ ارمینہ خان کے ہاں پہلے بچے کی پیدائش متوقع, 22 نومبر 2022,معروف برطانوی نژاد پاکستانی اداکارہ ارمینہ خان نے تصدیق کی ہے کہ ان کے ہاں جلد پہلے بچے کی پیدائش متوقع ہے۔
’پاک امریکا تعلقات کا فیصلہ وزیراعظم پاکستان نہیں، آرمی چیف کرتے ہیں‘,اپ ڈیٹ 23 نومبر 2022,سابق وزیر اعظم عمران خان کی اقتدار میں واپسی ہوگی یا نہیں لیکن اس کے امریکا اور پاکستان کے تعلقات کے مستقبل پر زیادہ اثرات مرتب نہیں ہوں گے کیونکہ اسلام آباد میں ایسے فیصلے وزیراعظم نہیں، آرمی چیف کرتے ہیں۔
صدر مملکت نے سمری پر دستخط کردیے، جنرل عاصم منیر پاکستان کے 17 ویں آرمی چیف مقرر,اپ ڈیٹ 24 نومبر 2022,صدر مملکت عارف علوی نے وزیراعظم شہباز شریف کی جانب سے بھیجی گئی اہم عسکری تقرریوں سے متعلق سمری پر دستخط کردیے، جس کے بعد جنرل عاصم منیر ملک کے 17 ویں آرمی چیف  اور جنرل ساحر شمشاد چیئرمین جوائنٹ چیفس آف اسٹاف کمیٹی بن گئے ہیں۔
نئے آرمی چیف جنرل عاصم منیر کون ہیں ؟,اپ ڈیٹ 24 نومبر 2022,کئی روز کی قیاس آرائیوں، توقعات اور اندیشوں کے بعد کہ فوج کے اعلیٰ عہدے پر تقرری میں تاخیر ہو سکتی ہے، وزیر اعظم شہباز شریف نے جنرل عاصم منیر کو 29 نومبر کو ریٹائر ہونے والے آرمی چیف جنرل قمر جاوید باجوہ کی جگہ بطور نیا آرمی چیف تعینات کردیا۔
حسنین لہری اور ارب پتی عرب اداکارہ لجین عضاضہ کے درمیان کیا چل رہا ہے؟, 23 نومبر 2022,پاکستان کے نامور ماڈل حنسین لہری نے 23 نومبر کو اماراتی ماڈل و اداکارہ  لجین عضاضة المعروف (ایل جے) کے ہمراہ رومانوی تصویر شیئر کی تو شوبز شخصیات اور مداحوں نے انہیں مبارک باد پیش کی۔
آرمی چیف کے آخری خطاب کے بعد مایا علی ٹوئٹر پر ٹاپ ٹرینڈ, 24 نومبر 2022,آرمی چیف جنرل قمر جاوید باجوہ کی جانب سے جی ایچ کیو میں 23 نومبر کو منعقد یوم شہدا کی تقریب سے الوداعی خطاب کے بعد ٹوئٹر پر اداکارہ مایا علی اچانک ٹاپ ٹرینڈ بن گئیں۔
وزیراعظم اور ڈی جی آئی ایس آئی کی اہم ملاقات, 24 نومبر 2022,    
ایرانی پولیس نے اسکارف اتارنے پر 2 معروف ادکاراؤں کو گرفتار کرلیا,اپ ڈیٹ 22 نومبر 2022,ایران میں اسکارف اتار کر احتجاجی تحریک کے ساتھ اظہار یکجہتی کرنے والی دو اداکاراؤں کو ایرانی حکام نے گرفتار کرلیا ہے۔
یروشلم: 2 بم دھماکوں میں ایک شخص ہلاک، 14 زخمی,اپ ڈیٹ 23 نومبر 2022,مقبوضہ بیت المقدس (یروشلم) کے دو الگ الگ مقامات پر بم دھماکوں میں ایک شخص ہلاک اور 14 افراد زخمی ہوگئے، دھماکوں میں یروشلم کے بس اسٹیشنز کو نشانہ بنایا گیا ہے۔
ترکیہ: استنبول میں 6.1 شدت کا زلزلہ، 50 افراد زخمی,اپ ڈیٹ 23 نومبر 2022,ترکیہ کے شمال مغرب میں 6.1 کی شدت کا زلزلے کے نتیجے میں 50 افراد زخمی ہوگئے تاہم بھاری نقصان کی اطلاع نہیں ملی۔
چین: آئی فون بنانے والی دنیا کی سب سے بڑی فیکٹری میں پرتشدد مظاہرے,اپ ڈیٹ 23 نومبر 2022,وسطی چین میں واقع فوکسکون کی آئی فون فیکٹری کے قریب پرتشدد مظاہرے پھوٹ پڑے جب کہ پلانٹ میں کورونا وائرس سے متعلق عائد پابندیوں پر مزدوروں کی سیکیورٹی اہلکاروں سے جھڑپ ہوئی۔
بھارت میں چوہوں نے 500 کلو چرس ہڑپ لی,اپ ڈیٹ 25 نومبر 2022,آپ نے آج تک یہ تو سنا ہوگا کہ چوہے جس گھر میں ہوں وہاں اشیائے خورونوش سمیت کوئی چیز نہیں چھوڑتے مگر کیا آپ نے کبھی یہ سنا ہے کہ چوہے چرس اور افیم بھی کھا جاتے ہیں، اگر نہیں سنا تو بھارتی شہر متھورا کی پولیس کی رپورٹ پڑھیں جس میں انہوں نے کہا ہے کہ چوہے 500 کلو چرس کھا گئے۔
"لز ٹرس کے بعد برطانیہ کا اگلا وزیر اعظم کون  ہوگا؟
",اپ ڈیٹ 21 اکتوبر 2022,برطانوی وزیر اعظم لز ٹرس نے منصب سنبھالنے کے 6 ہفتوں بعد استعفیٰ دینے کا اعلان کر دیا، جس کی اہم وجہ معاشی پروگرام بحال کرنے میں ناکامی تھی کیونکہ مارکیٹوں کی طرف سے سخت ردعمل نے کنزرویٹو پارٹی کو تقسیم کردیا۔ 
headline,date_and_time,Details
ترکیہ: خواتین پر تشدد کیخلاف ریلی، پولیس نے درجنوں مظاہرین کو گرفتار کرلیا, 26 نومبر 2022,ترکیہ کے شہر استنبول میں خواتین کےخلاف تشدد کے خاتمے کے عالمی دن کے موقع پر ریلی نکالی گئی، پولیس نے درجنوں مظاہرین کو گرفتار کرلیا۔
ڈچ عدالت نے 2007 میں افغانستان کے شہری کمپاؤنڈ پر حملہ غیرقانونی قرار دے دیا, 24 نومبر 2022,نیدرلینڈز کی عدالت نے ڈچ ایئر فورس کی جانب سے 2007 میں افغانستان کے ایک شہری کمپاؤنڈ پر کیے گئے حملے کو غیرقانونی قرار دیتے ہوئے جاں بحق ہونے والوں کے اہلخانہ کو معاوضہ ادا کرنے کا حکم دے دیا۔
انڈونیشیا: دو دن سے ملبے تلے دبے چھ سالہ بچے کو معجزاتی طور پر بچا لیا گیا,اپ ڈیٹ 24 نومبر 2022,انڈونیشیا میں آنے والے تباہ کن زلزلے کے دو دن بعد ملبے کے نیچے سے چھ سالہ بچے کو معجزاتی طور پر زندہ نکال لیا گیا۔
افغانستان: 11 مرد اور 3 خواتین کو جرائم ثابت ہونے پر کوڑوں کی سزا,اپ ڈیٹ 25 نومبر 2022,کابل میں افغان عدالت کے حکم پر 11 مردوں اور 3 خواتین کو کوڑے مارے گئے۔
ملائیشیا: اپوزیشن لیڈر انور ابراہیم نئے وزیراعظم منتخب,اپ ڈیٹ 24 نومبر 2022,ملائشیا کے طویل عرصے تک اپوزیشن رہنما رہنے والے مسلم جمہوریت پسند انور ابراہیم ملک کے نئے وزیر اعظم منتخب ہوگئے جس کے بعد کافی دنوں سے جاری سیاسی تعطل ختم ہوگیا۔
استنبول: میلجم کارویٹ خیبر کا افتتاح، وزیراعظم کی دفاعی پیداوار میں اضافے کی تجویز,اپ ڈیٹ 25 نومبر 2022,وزیراعظم شہباز شریف نے ترکیہ کے صدر رجب طیب اردوان کے ہمراہ استنبول میں پاک بحریہ کے جہاز میلجم کارویٹ خیبر کا افتتاح کیا اور دونوں ممالک کو مل کر دفاعی پیداواری صلاحیت میں اضافے کی تجویز دی۔
جدہ میں شدید بارشوں سے دو افراد ہلاک، اسکول بند، فلائٹس التوا کا شکار, 25 نومبر 2022,سعودی عرب کے ساحلی شہر جدہ سمیت مغربی علاقوں میں شدید بارشوں کے نتیجے میں کم از کم دو افراد ہلاک ہو گئے اور بارشوں کے سبب سڑکیں زیر آب آنے کے سبب اسکول بند اور فلائٹس ملتوی کردی گئی ہیں۔
نئے آرمی چیف کو فوج پر عوام کا اعتماد بحال کرنے کا چیلنج درپیش ہے، امریکی میڈیا,اپ ڈیٹ 25 نومبر 2022,برطانوی اخبار 
بھارت: نریندرا مودی نے 2002 میں گجرات میں سماج دشمن عناصر کو سبق سکھایا تھا، امیت شاہ,اپ ڈیٹ 26 نومبر 2022,بھارت کی حکمران جماعت بھارتیہ جنتا پارٹی (بی جے پی) کے صدر اور وفاقی وزیر داخلہ امیت شاہ نے 
ترکیہ خطے میں ترقی و خوشحالی کیلئے سی پیک کا حصہ بنے، شہباز شریف,اپ ڈیٹ 25 نومبر 2022,وزیر اعظم شہباز شریف نے ترکیہ کوپاک-چین اقتصادی راہدی (سی پیک) میں شامل ہونے کی تجویز دیتے ہوئے کہا ہے کہ چین اور پاکستان بہترین دوست ہیں اور ہم صدر شی جن پنگ کے بلیٹ اینڈ روڈ وژن  کے تحت ثمرات سے فائدہ اٹھا رہے ہیں اور میں اسے ترکیہ تک وسعت دینے کی تجویز دیتا ہوں، اس سے خطے میں ترقی اور خوش حالی آئے گی۔
جرمنی: اسٹالین دور میں یوکرین میں بھوک سے ہونے والی ہلاکتیں ’نسل کشی‘ قرار دینے کی قرارداد,اپ ڈیٹ 25 نومبر 2022,جرمنی کے اراکین اسمبلی جوزف اسٹالین کے دور میں 1930  کی دہائی میں شدید بھوک سے لاکھوں یوکرینوں کی ہلاکت کو ’نسل کشی‘ قرار دینے کی  قرارداد منظور کرنے کے لیے تیار ہیں، ایسی زبان کیف کی جانب سے استعمال کی جاتی ہے۔
"پاکستان قدرتی آفات سے نمٹنے کیلئے فنڈنگ ​​حاصل کرنے والے 7 ممالک میں شامل
",اپ ڈیٹ 15 نومبر 2022,پاکستان سمیت 6 ممالک جی سیون ’گلوبل شیلڈ‘ اقدام سے فنڈ حاصل کرنے والے اولین ممالک میں شامل ہوں گے۔
"پیرس ایئرپورٹ پر 18 سال گزارنے والا ایرانی شہری انتقال کر گیا
", 13 نومبر 2022,فرانس کے دارالحکومت پیرس کے ایئرپورٹ کے اندر 18 سال تک رہائش اختیار کرنے والا ایرانی شہری چل بسا۔
"دنیا کا بدترین ٹوائلٹ کس ملک میں ہے؟ برطانوی بلاگر نے ڈھونڈ لیا
", 24 ستمبر 2022,برطانوی بلاگر گراہم آسکی نے دنیا کے سب سے بدترین ٹوائلٹ کو ڈھونڈنے کے لیے 91 ممالک کا دورہ کیا اور آخرکار انہوں نے تاجکستان میں دنیا کا سب سے خراب ٹوائلٹ ڈھونڈ ہی لیا۔ 
"دنیا میں چیونٹیوں کی کُل تعداد 2 لاکھ کھرب ہے، تحقیق
",اپ ڈیٹ 20 ستمبر 2022,ایک نئی تحقیق میں دنیا میں چیونٹیوں کی کُل تعداد 2 لاکھ کھرب بتائی گئی ہے جس میں کہا گیا ہے کہ یہ حیران کن اعداد و شمار بھی ممکنہ طور پر حشرات الارض کی کُل آبادی کے اصل حجم سے کم ہے جو دنیا بھر کے ماحولیاتی نظام کا ایک لازمی حصہ ہیں۔
"ایران-امریکا ڈیل کیا ہمارے گھاٹے پورے کرے گی؟
",اپ ڈیٹ 02 ستمبر 2022,امریکی صدر جو بائیڈن نے اسرائیلی وزیرِاعظم یائیر لاپید سے فون پر گفتگو کی ہے۔ ان سے عالمی اور خطے کو درپیش چیلنجز پر تبادلہ خیال کیا۔ ایرانی خطرے پر بھی دونوں رہنماؤں کی بات چیت ہوئی۔ جو بائیڈن نے اس موقع پر امریکی یقین دہانی کا اعادہ کیا کہ امریکا کبھی بھی ایران کو ایٹمی ہتھیار حاصل نہیں کرنے دے گا، اور 
اپریل، مئی میں انتخابات ہوتے دیکھ رہا ہوں، شیخ رشید,اپ ڈیٹ 25 نومبر 2022,عوامی مسلم لیگ کے سربراہ اور سابق وفاقی وزیر شیخ رشید نے کہا ہے کہ ملک میں قبل از وقت انتخابات اپریل، مئی میں ہوتے دیکھ رہا ہوں، یہ جامع صورت حال بنی ہے یا جو حوصلہ افزا حالات بنے ہیں یا بنائے گئے ہیں، یہ اسی کا حصہ ہے۔
’میرا دل یہ پکارے آجا‘ فیم ٹک ٹاکر کے ندا یاسر کے شو میں ڈانس کے چرچے,اپ ڈیٹ 25 نومبر 2022,گزشتہ چند دن سے انٹرنیٹ پر اپنے بے ترتیب ڈانس اسٹیپس سے لوگوں کو دیوانہ بنانے والی ٹک ٹاکرعائشہ عرف مانو کے ندا یاسر کے مارننگ شو میں گروپ ڈانس کی بھی ویڈیوز وائرل ہوگئیں۔
چین میں کووڈ پابندیاں مزید سخت، بیجنگ میں پارک، شاپنگ مال اور عجائب گھر بند,اپ ڈیٹ 22 نومبر 2022,چین میں کورونا وائرس کے بڑھتے ہوئے کیسز کے پیش نظر بیجنگ میں پارک، شاپنگ مال اور عجائب گھر بند کردیے گئے ہیں جس کے بعد معیشت کی جلد بحالی کے امکانات پر ایک مرتبہ پھر خطرات منڈلانے لگے ہیں۔
اداکارہ ارمینہ خان کے ہاں پہلے بچے کی پیدائش متوقع, 22 نومبر 2022,معروف برطانوی نژاد پاکستانی اداکارہ ارمینہ خان نے تصدیق کی ہے کہ ان کے ہاں جلد پہلے بچے کی پیدائش متوقع ہے۔
’پاک امریکا تعلقات کا فیصلہ وزیراعظم پاکستان نہیں، آرمی چیف کرتے ہیں‘,اپ ڈیٹ 23 نومبر 2022,سابق وزیر اعظم عمران خان کی اقتدار میں واپسی ہوگی یا نہیں لیکن اس کے امریکا اور پاکستان کے تعلقات کے مستقبل پر زیادہ اثرات مرتب نہیں ہوں گے کیونکہ اسلام آباد میں ایسے فیصلے وزیراعظم نہیں، آرمی چیف کرتے ہیں۔
صدر مملکت نے سمری پر دستخط کردیے، جنرل عاصم منیر پاکستان کے 17 ویں آرمی چیف مقرر,اپ ڈیٹ 24 نومبر 2022,صدر مملکت عارف علوی نے وزیراعظم شہباز شریف کی جانب سے بھیجی گئی اہم عسکری تقرریوں سے متعلق سمری پر دستخط کردیے، جس کے بعد جنرل عاصم منیر ملک کے 17 ویں آرمی چیف  اور جنرل ساحر شمشاد چیئرمین جوائنٹ چیفس آف اسٹاف کمیٹی بن گئے ہیں۔
نئے آرمی چیف جنرل عاصم منیر کون ہیں ؟,اپ ڈیٹ 24 نومبر 2022,کئی روز کی قیاس آرائیوں، توقعات اور اندیشوں کے بعد کہ فوج کے اعلیٰ عہدے پر تقرری میں تاخیر ہو سکتی ہے، وزیر اعظم شہباز شریف نے جنرل عاصم منیر کو 29 نومبر کو ریٹائر ہونے والے آرمی چیف جنرل قمر جاوید باجوہ کی جگہ بطور نیا آرمی چیف تعینات کردیا۔
حسنین لہری اور ارب پتی عرب اداکارہ لجین عضاضہ کے درمیان کیا چل رہا ہے؟, 23 نومبر 2022,پاکستان کے نامور ماڈل حنسین لہری نے 23 نومبر کو اماراتی ماڈل و اداکارہ  لجین عضاضة المعروف (ایل جے) کے ہمراہ رومانوی تصویر شیئر کی تو شوبز شخصیات اور مداحوں نے انہیں مبارک باد پیش کی۔
ایرانی پولیس نے اسکارف اتارنے پر 2 معروف ادکاراؤں کو گرفتار کرلیا,اپ ڈیٹ 22 نومبر 2022,ایران میں اسکارف اتار کر احتجاجی تحریک کے ساتھ اظہار یکجہتی کرنے والی دو اداکاراؤں کو ایرانی حکام نے گرفتار کرلیا ہے۔
ایران میں جاری مظاہروں کے خلاف سخت کریک ڈاؤن پر اقوام متحدہ کا اظہار مذمت,اپ ڈیٹ 22 نومبر 2022,اقوام متحدہ نے ایران کی جانب سے جاری مظاہروں کے خلاف مہلک کریک ڈاؤن کرنے پر مذمت کی ہے، جو ملک بھر میں تقریباً دو مہینے سے جاری ہیں۔
یروشلم: 2 بم دھماکوں میں ایک شخص ہلاک، 14 زخمی,اپ ڈیٹ 23 نومبر 2022,مقبوضہ بیت المقدس (یروشلم) کے دو الگ الگ مقامات پر بم دھماکوں میں ایک شخص ہلاک اور 14 افراد زخمی ہوگئے، دھماکوں میں یروشلم کے بس اسٹیشنز کو نشانہ بنایا گیا ہے۔
"کئی دہائیوں سے غسل نہ کرنے والا ’دنیا کا گندہ ترین شخص’ انتقال کرگیا
",اپ ڈیٹ 26 اکتوبر 2022,ایران میں کئی دہائیوں سے نہانے سے کنارہ کشی کرنے کی وجہ سے ’دنیا کا گندہ ترین شخص‘ کہلانے والا آمو حاجی نامی بزرگ شہری انتقال کرگیا۔ 
"لز ٹرس کے بعد برطانیہ کا اگلا وزیر اعظم کون  ہوگا؟
",اپ ڈیٹ 21 اکتوبر 2022,برطانوی وزیر اعظم لز ٹرس نے منصب سنبھالنے کے 6 ہفتوں بعد استعفیٰ دینے کا اعلان کر دیا، جس کی اہم وجہ معاشی پروگرام بحال کرنے میں ناکامی تھی کیونکہ مارکیٹوں کی طرف سے سخت ردعمل نے کنزرویٹو پارٹی کو تقسیم کردیا۔ 
"برطانیہ کے بادشاہ چارلس کو انڈے مارنے والا نوجوان گرفتار
", 09 نومبر 2022,برطانوی پولیس نے بادشاہ چارلس اور ان کی اہلیہ کمیلا پر انڈے پھینکنے پر ایک نوجوان کو گرفتار کرلیا ہے جہاں وہ مشرقی انگلینڈ میں ایک تقریب میں شریک تھے۔
